262517842937778176,None
264900356788609024,None
263677805848559618,Reporting-What_Others_Are_Doing
262233873994362880,None
264867188270321665,Information-Pass_On_Information/Sentiment-Frustrated
264729752311570433,Information-Seek_Information
260390892437913600,None
263126567369207809,Reporting-Other_Non_Natural_Environment/Sentiment-Positive_Coping/Information-Pass_On_Information/Reporting-What_Others_Are_Doing/Information-Pass_On_Information
265120837756141569,None
265143686667591680,None
263044635100856320,Actions-Power_For_Life/Sentiment-Frustrated/Sentiment-Humor/Reporting-Immediate_Personal_Environment
260349276708798465,None
262731418243833857,None
262051888848048128,None
265885585628098562,None
265884128988254208,None
265141388792975361,None
262904614913986560,None
263323218587299840,None
262641713707884544,None
264505447497740288,None
262759918346571779,None
265165544339173376,None
265498413712429057,None
261561083540680705,None
261225689297063937,None
265159597160013825,None
264952078512824320,None
261256952879923200,None
262589030150049792,Reporting-Immediate_Personal_Environment
262227986718273537,None
265803620799373312,None
265749611736621056,None
261804724406329344,None
265793400576565248,None
261853103912022018,Sentiment-Positive_Coping
262646314662252544,None
264083733441810432,Sentiment-Humor/Reporting-Other_Non_Natural_Environment
262722457000083457,None
261453724793315328,None
262693565715587072,None
262632579381989376,Actions-Power_For_Life/Reporting-Immediate_Personal_Environment/Information-Seek_Information
264095632942329856,None
260350001430011904,None
261865770303246336,None
263639991836626944,Reporting-Other_Non_Natural_Environment/Reporting-Immediate_Personal_Environment
265465286281551873,Information-Pass_On_Information
262981524637495296,None
263260405126791168,Sentiment-Positive_Coping/Reporting-Immediate_Personal_Environment
262334954455826432,None
260730029267361792,None
261430087675691008,None
262453953919348736,None
265563045332389890,None
262422003951222786,None
263668767723253760,Sentiment-Bored/Information-Pass_On_Information
261789733150130176,Reporting-Immediate_Personal_Environment/Sentiment-Excited
263140153214791680,None
263267856882466816,Reporting-Other_Non_Natural_Environment/Reporting-What_Others_Are_Doing
261810421974048768,None
262224855796170753,Sentiment-Humor
261620845682774016,None
263025376123572224,Reporting-Other_Non_Natural_Environment
262239927159369728,None
264377406272450560,Movement-General
261254551569592321,None
264409497022365696,Reporting-Other_Non_Natural_Environment
264066579216609280,None
262387032117096449,None
260715723314327552,None
264234507715092481,Information-Pass_On_Information/Sentiment-Positive_Coping
264112194113904640,None
263704118193946626,None
263388953447641088,Actions-Power_For_Life/Reporting-Immediate_Personal_Environment
262853785330806784,Information-Seek_Information/Sentiment-Humor/Reporting-Immediate_Personal_Environment/Reporting-External_Natural_Environment
260507037526528000,None
263289436970811392,Reporting-Other_Non_Natural_Environment/Reporting-External_Natural_Environment
262643313084100612,Information-Pass_On_Information/Reporting-Other_Non_Natural_Environment
263238333906444288,Sentiment-Humor
262618281486200832,Preparation-Considering_Plans/Preparation-Changing_Plans/Reporting-What_Others_Are_Doing
263099825862635521,None
261545940811395073,None
261980845261336576,None
265191365967753216,None
262991184656470016,Reporting-External_Natural_Environment/Reporting-Other_Non_Natural_Environment/Information-Pass_On_Information/Reporting-Other_Non_Natural_Environment
264423864791093248,None
261599765928767490,None
263220171500580865,None
264180746305032193,None
262984903644295169,Information-Pass_On_Information/Reporting-Other_Non_Natural_Environment/Reporting-External_Natural_Environment
